folioviv,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
1525099146,1,0, , , , , , , ,4,1,3
1525099160,1,0, , , , , , , ,7,4,3
1525099171,1,0, , , , , , , ,5,2,3
1525099189,1,0, , , , , , , ,5,4,1
1525099201,1,0, , , , , , , ,4,1,3
1525099233,1,0, , , , , , , ,4,2,2
1525099241,1,0, , , , , , , ,6,3,3
1525099256,1,0, , , , , , , ,3,1,2
1525099261,1,0, , , , , , , ,2,0,2
1525099261,2,0, , , , , , , ,5,3,2
1525099261,3,0, , , , , , , ,3,2,1
1525099266,1,0, , , , , , , ,1,1,0
1525162014,1,0, , , , , , , ,4,1,3
1525162030,1,0, , , , , , , ,5,2,3
1525162043,1,0, , , , , , , ,4,3,1
1525162056,1,0, , , , , , , ,2,1,1
1525162070,1,0, , , , , , , ,3,2,1
1525162082,1,0, , , , , , , ,9,5,4
1525162099,1,0, , , , , , , ,3,2,1
1525162111,1,0, , , , , , , ,5,2,3
1525162127,1,0, , , , , , , ,4,1,3
1525162144,1,0, , , , , , , ,2,1,1
1525162159,1,0, , , , , , , ,3,2,1
1525162174,1,0, , , , , , , ,5,2,3
1525162196,1,0, , , , , , , ,2,1,1
1525162207,1,0, , , , , , , ,5,3,2
1525162212,1,0, , , , , , , ,4,2,2
1525162227,1,0, , , , , , , ,3,2,1
1525162247,1,0, , , , , , , ,3,0,3
1525162272,1,0, , , , , , , ,4,2,2
1525162282,1,0, , , , , , , ,3,2,1
1525162289,1,0, , , , , , , ,5,2,3
1525361012,1,0, , , , , , , ,3,2,1
1525361029,1,0, , , , , , , ,4,3,1
1525361040,1,0, , , , , , , ,5,3,2
1525361058,1,0, , , , , , , ,8,4,4
1525361073,1,0, , , , , , , ,1,1,0
1525361088,1,0, , , , , , , ,1,1,0
1525361100,1,0, , , , , , , ,4,3,1
1525361106,1,0, , , , , , , ,4,2,2
1525361120,1,0, , , , , , , ,4,1,3
1525361137,1,0, , , , , , , ,3,0,3
1525361153,1,0, , , , , , , ,5,1,4
1525361169,1,0, , , , , , , ,5,3,2
1525361183,1,0, , , , , , , ,4,3,1
1525361195,1,0, , , , , , , ,5,3,2
1525361218,1,0, ,1,2,2,2,2,2,4,2,2
1525361231,1,0, , , , , , , ,7,2,5
1525361244,1,0, , , , , , , ,10,5,5
1525361262,1,0, , , , , , , ,7,3,4
1525361283,1,0, , , , , , , ,5,2,3
1525361293,1,0, , , , , , , ,4,1,3
1525398009,1,0, , , , , , , ,4,3,1
1525398101,1,0, , , , , , , ,5,3,2
1525398148,1,0, , , , , , , ,5,3,2
1525398151,1,0, , , , , , , ,4,2,2
1525471019,1,0, , , , , , , ,4,2,2
1525471023,1,0, , , , , , , ,5,2,3
1525471054,1,0, , , , , , , ,4,3,1
1525471068,1,0, , , , , , , ,5,3,2
1525471093,1,0, , , , , , , ,5,3,2
1525471118,1,0, , , , , , , ,2,0,2
1525471132,1,0, , , , , , , ,3,0,3
1525471142,1,0, , , , , , , ,2,1,1
1525471160,1,0, , , , , , , ,4,2,2
1525471189,1,0, , , , , , , ,5,2,3
1525471206,1,0, , , , , , , ,5,3,2
1525471210,1,0, , , , , , , ,4,1,3
1525471243,1,0, , , , , , , ,3,1,2
1525471277,1,0, , , , , , , ,3,1,2
1525471278,1,0, , , , , , , ,5,3,2
1525471313,1,0, , , , , , , ,1,0,1
1525471316,1,0, , , , , , , ,3,2,1
1525471324,1,0, , , , , , , ,5,4,1
1525501033,1,0, , , , , , , ,1,1,0
1525501057,1,0, , , , , , , ,4,3,1
1525501093,1,0, , , , , , , ,4,1,3
1525501124,1,0, , , , , , , ,5,1,4
1525501142,1,0, , , , , , , ,5,4,1
1525608006,1,0, , , , , , , ,1,0,1
1525608016,1,0, , , , , , , ,5,2,3
1525608027,1,0, , , , , , , ,1,1,0
1525608040,1,0, , , , , , , ,6,4,2
1525608044,1,0, , , , , , , ,2,0,2
1525608054,1,0, , , , , , , ,13,5,8
1525608064,1,0, , , , , , , ,5,1,4
1525608081,1,0, , , , , , , ,4,0,4
1525608099,1,0, , , , , , , ,2,1,1
1525608111,1,0, , , , , , , ,4,2,2
1525608120,1,0, , , , , , , ,7,5,2
1525608130,1,0, , , , , , , ,4,2,2
1525608140,1,0, , , , , , , ,3,1,2
1525608151,1,0, , , , , , , ,5,3,2
1525608160,1,0, , , , , , , ,4,2,2
1525608172,1,0, , , , , , , ,3,1,2
1525608186,1,0, , , , , , , ,1,1,0
1525608196,1,0, , , , , , , ,2,1,1
1525608205,1,0, , , , , , , ,5,2,3
1525608215,1,0, , , , , , , ,4,1,3
1525766077,1,0, , , , , , , ,4,2,2
1525766123,1,0, , , , , , , ,4,1,3
1525766144,1,0, , , , , , , ,3,1,2
1525766199,1,0, , , , , , , ,2,1,1
1525766262,1,0, , , , , , , ,11,4,7
1525919002,1,0, , , , , , , ,4,1,3
1525919033,1,0, , , , , , , ,5,3,2
1525919054,1,0, , , , , , , ,2,1,1
1525919082,1,0, , , , , , , ,2,1,1
1525919084,1,0, , , , , , , ,7,5,2
1525919109,1,0, , , , , , , ,5,2,3
1525919109,2,0, , , , , , , ,3,2,1
1525919120,1,0, , , , , , , ,6,1,5
1525919120,2,0, , , , , , , ,4,1,3
1525919145,1,0, , , , , , , ,9,7,2
1525919147,1,0, , , , , , , ,5,2,3
1525919167,1,0, , , , , , , ,1,1,0
1525919182,1,0, , , , , , , ,4,3,1
1525919202,1,0, , , , , , , ,3,1,2
1525919208,1,0, , , , , , , ,5,2,3
1525919224,1,0, , , , , , , ,5,2,3
1525919236,1,0, , , , , , , ,4,2,2
1525919268,1,0, , , , , , , ,3,1,2
1525919270,1,0, , , , , , , ,2,1,1
1525919277,1,0, , , , , , , ,4,2,2
1525998022,1,0, , , , , , , ,2,1,1
1525998040,1,0, , , , , , , ,5,3,2
1525998060,1,0, , , , , , , ,3,2,1
1525998123,1,0, , , , , , , ,2,2,0
1525998129,1,0, , , , , , , ,2,1,1
1526028027,1,0, , , , , , , ,3,1,2
1526028155,1,0, , , , , , , ,4,2,2
1526028221,1,0, , , , , , , ,2,1,1
1526028284,1,0, , , , , , , ,2,1,1
1526060004,1,0, , , , , , , ,5,1,4
1526060063,1,0, , , , , , , ,3,2,1
1526060126,1,0, , , , , , , ,5,2,3
1526060131,1,0, , , , , , , ,3,2,1
1526060144,1,0, , , , , , , ,6,3,3
1526266031,1,0, ,1,2,2,2,2,2,4,3,1
1526266078,1,0, , , , , , , ,2,1,1
1526266131,1,0, , , , , , , ,5,2,3
1526266142,1,0, , , , , , , ,2,1,1
1526266175,1,0, , , , , , , ,4,3,1
1526416036,1,0, , , , , , , ,4,2,2
1526416050,1,0, , , , , , , ,5,3,2
1526416061,1,0, , , , , , , ,2,1,1
1526416077,1,0, , , , , , , ,7,3,4
1526416104,1,0, , , , , , , ,3,2,1
1526416121,1,0, , , , , , , ,3,1,2
1526416149,1,0, , , , , , , ,3,2,1
1526416163,1,0, , , , , , , ,3,2,1
1526416172,1,0, , , , , , , ,7,3,4
1526416189,1,0, , , , , , , ,3,1,2
1526416203,1,0, , , , , , , ,6,4,2
1526416212,1,0, , , , , , , ,4,1,3
1526416229,1,0, , , , , , , ,7,3,4
1526416242,1,0, , , , , , , ,9,5,4
1526416251,1,0, , , , , , , ,3,0,3
1526416266,1,0, , , , , , , ,5,1,4
1526416283,1,0, , , , , , , ,6,2,4
1526416296,1,0, , , , , , , ,7,5,2
1526580023,1,0, , , , , , , ,7,3,4
1526580043,1,0, , , , , , , ,4,2,2
1526580065,1,0, , , , , , , ,3,2,1
1526580085,1,0, , , , , , , ,5,3,2
1526580106,1,0, , , , , , , ,4,2,2
1526739019,1,0, , , , , , , ,3,2,1
1526739045,1,0, , , , , , , ,3,1,2
1526739045,2,0, , , , , , , ,5,3,2
1526739079,1,0, , , , , , , ,6,1,5
1526739096,1,0, , , , , , , ,3,1,2
1526739122,1,0, , , , , , , ,4,4,0
1526915026,1,0, , , , , , , ,3,2,1
1526915053,1,0, , , , , , , ,2,1,1
1526915087,1,0, , , , , , , ,1,0,1
1526915116,1,0, , , , , , , ,4,3,1
1526971005,1,0, , , , , , , ,5,2,3
1526971046,1,0, , , , , , , ,5,3,2
1526971066,1,0, , , , , , , ,5,2,3
1526971122,1,0, , , , , , , ,5,3,2
1526973018,1,0, , , , , , , ,5,2,3
1526973052,1,0, , , , , , , ,2,1,1
1526973177,1,3,0,2,1,2,2,2,2,5,4,1
1526995004,1,0, , , , , , , ,7,5,2
1526995016,1,0, , , , , , , ,6,2,4
1526995041,1,0, , , , , , , ,2,1,1
1526995048,1,0, , , , , , , ,4,1,3
1526995058,1,0, , , , , , , ,2,1,1
1526995070,1,0, , , , , , , ,5,1,4
1526995079,1,0, , , , , , , ,8,4,4
1526995102,1,0, , , , , , , ,3,2,1
1526995119,1,0, ,1,2,2,2,2,2,4,1,3
1526995131,1,0, , , , , , , ,1,0,1
1526995138,1,0, , , , , , , ,5,3,2
1526995151,1,0, , , , , , , ,4,3,1
1526995162,1,0, , , , , , , ,5,3,2
1526995185,1,0, , , , , , , ,4,2,2
1526995188,1,0, , , , , , , ,4,1,3
1526995201,1,0, , , , , , , ,4,2,2
1526995221,1,0, , , , , , , ,3,1,2
1527006011,1,0, , , , , , , ,8,4,4
1527006022,1,0, , , , , , , ,5,3,2
1527006033,1,0, , , , , , , ,3,1,2
1527006044,1,0, , , , , , , ,1,0,1
1527006057,1,0, , , , , , , ,4,2,2
1527006068,1,0, , , , , , , ,5,1,4
1527006076,1,0, , , , , , , ,4,2,2
1527006089,1,0, , , , , , , ,3,2,1
1527006101,1,0, , , , , , , ,5,3,2
1527006113,1,0, , , , , , , ,4,2,2
1527006123,1,0, , , , , , , ,4,1,3
1527006139,1,0, ,1,2,2,2,2,2,2,1,1
1527006155,1,0, , , , , , , ,5,3,2
1527006164,1,0, , , , , , , ,3,1,2
1527006177,1,0, , , , , , , ,5,3,2
1527006214,1,0, , , , , , , ,4,1,3
1527006229,1,0, , , , , , , ,3,1,2
1527006242,1,0, , , , , , , ,7,3,4
1527161010,1,0, , , , , , , ,2,1,1
1527161041,1,0, , , , , , , ,6,1,5
1527161061,1,0, , , , , , , ,4,3,1
1527161095,1,0, , , , , , , ,5,3,2
1527161132,1,0, , , , , , , ,5,3,2
1527284034,1,0, , , , , , , ,3,2,1
1527284065,1,0, , , , , , , ,5,2,3
1527284092,1,0, ,1,2,2,2,2,2,2,0,2
1527284129,1,0, , , , , , , ,5,1,4
1527992014,1,0, , , , , , , ,4,1,3
1527992043,1,0, , , , , , , ,4,3,1
1527992063,1,0, , , , , , , ,5,1,4
1527992083,1,0, , , , , , , ,1,0,1
1527992104,1,0, , , , , , , ,4,2,2
1528024022,1,0, , , , , , , ,4,1,3
1528024045,1,0, , , , , , , ,4,2,2
1528024066,1,0, , , , , , , ,6,2,4
1528024093,1,0, , , , , , , ,5,1,4
1528024113,1,0, , , , , , , ,3,2,1
1528208002,1,0, , , , , , , ,5,2,3
1528208023,1,0, , , , , , , ,2,1,1
1528208043,1,0, , , , , , , ,2,1,1
1528208065,1,0, , , , , , , ,6,1,5
1528208087,1,0, , , , , , , ,3,1,2
1528273013,1,0, , , , , , , ,4,3,1
1528273033,1,0, , , , , , , ,4,1,3
1528273040,1,0, , , , , , , ,4,1,3
1528273060,1,0, , , , , , , ,3,0,3
1528431096,1,0, , , , , , , ,6,3,3
1528488011,1,0, , , , , , , ,4,2,2
1528488033,1,0, , , , , , , ,5,4,1
1528488055,1,0, , , , , , , ,5,4,1
1528488075,1,0, , , , , , , ,4,2,2
1528488098,1,0, , , , , , , ,2,1,1
1528531144,1,0, ,1,2,1,2,2,1,4,2,2
1528531236,1,0, ,1,2,2,2,2,2,2,1,1
1528531413,1,0, ,1,2,2,2,2,2,2,1,1
1528625010,1,0, , , , , , , ,5,3,2
1528625029,1,0, , , , , , , ,3,0,3
1528625050,1,0, , , , , , , ,2,1,1
1528625073,1,0, , , , , , , ,4,3,1
1528625096,1,0, , , , , , , ,3,2,1
1528803027,1,0, , , , , , , ,4,3,1
1528803055,1,0, , , , , , , ,3,2,1
1528803069,1,0, , , , , , , ,2,2,0
1528803079,1,0, , , , , , , ,4,1,3
1528999003,1,0, ,1,2,2,2,2,2,1,0,1
1528999022,1,0, ,1,2,2,2,2,2,2,1,1
1528999043,1,0, , , , , , , ,2,1,1
1528999067,1,0, ,2,2,2,2,2,1,4,2,2
1528999092,1,0, ,1,2,2,2,2,2,3,0,3
1560078011,1,0, , , , , , , ,3,1,2
1560078026,1,0, , , , , , , ,4,2,2
1560078060,1,0, , , , , , , ,3,2,1
1560078075,1,0, , , , , , , ,5,3,2
1560078092,1,0, , , , , , , ,3,1,2
1560078110,1,0, , , , , , , ,4,3,1
1560078148,1,0, , , , , , , ,3,2,1
1560078176,1,0, , , , , , , ,5,2,3
1560078203,1,0, , , , , , , ,3,2,1
1560078223,1,0, , , , , , , ,3,1,2
1560078244,1,0, , , , , , , ,1,0,1
1560078256,1,0, , , , , , , ,3,2,1
1560078265,1,0, , , , , , , ,1,1,0
1560078274,1,0, , , , , , , ,5,3,2
1560078284,1,0, , , , , , , ,2,0,2
1560078292,1,0, , , , , , , ,3,2,1
1560078298,1,0, , , , , , , ,4,3,1
1560078303,1,0, , , , , , , ,4,2,2
1560506001,1,0, , , , , , , ,1,0,1
1560506002,1,0, , , , , , , ,3,1,2
1560506003,1,0, , , , , , , ,4,2,2
1560506004,1,0, , , , , , , ,3,2,1
1560506005,1,0, , , , , , , ,2,1,1
1560506105,1,0, , , , , , , ,4,1,3
1560506106,1,0, , , , , , , ,5,2,3
1560506107,1,0, , , , , , , ,1,0,1
1560506108,1,0, , , , , , , ,8,5,3
1560506109,1,0, , , , , , , ,4,1,3
1560506161,1,0, , , , , , , ,5,2,3
1560506162,1,0, , , , , , , ,6,2,4
1560506163,1,0, , , , , , , ,2,0,2
1560506164,1,0, , , , , , , ,4,1,3
1560506231,1,0, , , , , , , ,1,0,1
1560506232,1,0, , , , , , , ,5,3,2
1560506233,1,0, , , , , , , ,6,3,3
1560506234,1,0, , , , , , , ,5,2,3
1560506235,1,0, , , , , , , ,6,3,3
1560875005,1,0, , , , , , , ,4,2,2
1560875016,1,0, , , , , , , ,7,4,3
1560875026,1,0, , , , , , , ,2,1,1
1560875036,1,0, , , , , , , ,7,5,2
1560875046,1,0, , , , , , , ,4,1,3
1560875055,1,0, , , , , , , ,4,3,1
1560875066,1,0, , , , , , , ,2,1,1
1560875076,1,0, , , , , , , ,3,2,1
1560875085,1,0, ,1,2,2,2,2,2,6,1,5
1560875089,1,0, , , , , , , ,3,1,2
1560875099,1,0, , , , , , , ,4,3,1
1560875110,1,0, , , , , , , ,4,2,2
1560875120,1,0, , , , , , , ,4,1,3
1560875135,1,0, , , , , , , ,4,1,3
1560875145,1,0, , , , , , , ,4,2,2
1560875154,1,0, , , , , , , ,2,1,1
1560875166,1,0, , , , , , , ,4,1,3
1560875176,1,0, , , , , , , ,4,2,2
1560875189,1,0, , , , , , , ,3,0,3
1561297016,1,0, , , , , , , ,3,1,2
1561297017,1,0, , , , , , , ,7,2,5
1561297018,1,0, , , , , , , ,4,2,2
1561297019,1,0, , , , , , , ,3,1,2
1561297020,1,0, , , , , , , ,2,1,1
1561297026,1,0, , , , , , , ,4,2,2
1561297027,1,0, , , , , , , ,3,0,3
1561297028,1,0, , , , , , , ,5,1,4
1561297029,1,0, , , , , , , ,4,2,2
1561297030,1,0, , , , , , , ,1,0,1
1561297051,1,0, , , , , , , ,4,2,2
1561297052,1,0, , , , , , , ,6,2,4
1561297053,1,0, , , , , , , ,4,2,2
1561297054,1,0, , , , , , , ,4,3,1
1561297137,1,0, , , , , , , ,3,2,1
1561297138,1,0, , , , , , , ,3,1,2
1561297139,1,0, , , , , , , ,1,1,0
1561297140,1,0, , , , , , , ,5,2,3
1561297219,1,0, , , , , , , ,7,3,4
1561297221,1,0, , , , , , , ,1,0,1
1561324020,1,0, , , , , , , ,4,2,2
1561324021,1,0, , , , , , , ,5,3,2
1561324023,1,0, , , , , , , ,2,1,1
1561324023,2,0, , , , , , , ,5,1,4
1561324044,1,0, , , , , , , ,5,4,1
1561324045,1,0, , , , , , , ,4,3,1
1561324047,1,0, , , , , , , ,1,1,0
1561324048,1,0, , , , , , , ,4,3,1
1561324049,1,0, , , , , , , ,3,1,2
1561324050,1,0, , , , , , , ,4,2,2
1561324051,1,0, , , , , , , ,2,1,1
1561324052,1,0, , , , , , , ,4,1,3
1561324053,1,0, , , , , , , ,4,2,2
1561324073,1,0, , , , , , , ,4,2,2
1561324223,1,0, , , , , , , ,4,3,1
1561324224,1,0, , , , , , , ,1,1,0
1561324225,1,0, , , , , , , ,8,4,4
1561324226,1,0, , , , , , , ,1,0,1
1561324277,1,0, , , , , , , ,4,3,1
1561421016,1,0, , , , , , , ,6,3,3
1561421022,1,0, , , , , , , ,5,4,1
1561421040,1,0, , , , , , , ,5,3,2
1561421050,1,0, , , , , , , ,2,1,1
1561421060,1,0, , , , , , , ,3,1,2
1561421066,1,0, , , , , , , ,5,3,2
1561421096,1,0, , , , , , , ,5,2,3
1561421097,1,0, , , , , , , ,4,2,2
1561421107,1,0, , , , , , , ,2,1,1
1561421112,1,0, , , , , , , ,3,1,2
1561421122,1,0, , , , , , , ,3,1,2
1561421135,1,0, , , , , , , ,4,2,2
1561421146,1,0, , , , , , , ,3,1,2
1561421159,1,0, , , , , , , ,2,1,1
1561421169,1,0, , , , , , , ,2,1,1
1561421179,1,0, , , , , , , ,5,1,4
1561421189,1,0, , , , , , , ,5,2,3
1561421203,1,0, , , , , , , ,5,3,2
1561421214,1,0, , , , , , , ,9,6,3
1561473012,1,0, , , , , , , ,5,1,4
1561473012,2,0, , , , , , , ,3,2,1
1561473026,1,0, ,1,2,2,2,2,2,4,2,2
1561473039,1,0, , , , , , , ,7,2,5
1561473051,1,0, , , , , , , ,6,2,4
1561473063,1,0, , , , , , , ,5,3,2
1561473076,1,0, , , , , , , ,2,1,1
1561473088,1,0, , , , , , , ,6,4,2
1561473100,1,0, , , , , , , ,1,0,1
1561473114,1,0, , , , , , , ,5,2,3
1561473127,1,0, , , , , , , ,1,0,1
1561473140,1,0, , , , , , , ,4,2,2
1561473153,1,0, , , , , , , ,10,6,4
1561473166,1,0, , , , , , , ,3,2,1
1561473180,1,0, , , , , , , ,2,1,1
1561473190,1,0, , , , , , , ,3,2,1
1561473209,1,0, , , , , , , ,5,3,2
1561473221,1,0, , , , , , , ,2,0,2
1561473234,1,0, , , , , , , ,6,2,4
1561473249,1,0, , , , , , , ,2,1,1
1561473261,1,0, , , , , , , ,5,2,3
1561819013,1,0, , , , , , , ,3,2,1
1561819026,1,0, , , , , , , ,3,2,1
1561819040,1,0, , , , , , , ,4,3,1
1561819057,1,0, , , , , , , ,3,2,1
1561819070,1,0, , , , , , , ,4,2,2
1561819086,1,0, , , , , , , ,2,0,2
1561819105,1,0, , , , , , , ,3,1,2
1561819118,1,0, , , , , , , ,5,2,3
1561819132,1,0, , , , , , , ,3,2,1
1561819139,1,0, , , , , , , ,4,2,2
1561819152,1,0, , , , , , , ,5,1,4
1561819168,1,0, , , , , , , ,1,0,1
1561819180,1,0, , , , , , , ,7,6,1
1561819187,1,0, , , , , , , ,4,3,1
1561819199,1,0, , , , , , , ,5,2,3
1561819210,1,0, , , , , , , ,3,1,2
1561819222,1,0, , , , , , , ,1,1,0
1561819236,1,0, , , , , , , ,5,2,3
1561819253,1,0, , , , , , , ,4,2,2
1561819267,1,0, , , , , , , ,4,2,2
1561936019,1,0, , , , , , , ,5,2,3
1561936038,1,0, , , , , , , ,4,2,2
1561936053,1,0, , , , , , , ,5,2,3
1561936065,1,0, , , , , , , ,2,1,1
1561936082,1,0, , , , , , , ,8,4,4
1561936096,1,0, , , , , , , ,5,2,3
1561936104,1,0, , , , , , , ,5,3,2
1561936119,1,0, , , , , , , ,6,1,5
1561936133,1,0, , , , , , , ,3,2,1
1561936147,1,0, , , , , , , ,3,2,1
1561936164,1,0, , , , , , , ,2,1,1
1561936177,1,0, , , , , , , ,4,2,2
1561936191,1,0, , , , , , , ,2,1,1
1561936204,1,0, , , , , , , ,5,3,2
1561936217,1,0, , , , , , , ,3,1,2
1561936232,1,0, , , , , , , ,4,2,2
1561936244,1,0, , , , , , , ,5,2,3
1561936257,1,0, , , , , , , ,1,1,0
1561936273,1,0, , , , , , , ,5,4,1
1561936286,1,0, , , , , , , ,7,4,3
1562112078,1,0, , , , , , , ,5,2,3
1562112092,1,0, , , , , , , ,3,1,2
1562112132,1,0, , , , , , , ,3,1,2
1562112222,1,0, , , , , , , ,2,1,1
1562112287,1,0, , , , , , , ,3,1,2
1562112323,1,0, , , , , , , ,1,0,1
1562112413,1,0, , , , , , , ,4,3,1
1562112464,1,0, , , , , , , ,2,0,2
1562112473,1,0, , , , , , , ,1,1,0
1562112485,1,0, , , , , , , ,3,2,1
1562112493,1,0, , , , , , , ,1,0,1
1562112511,1,0, , , , , , , ,2,1,1
1562112547,1,0, , , , , , , ,3,2,1
1562112566,1,0, , , , , , , ,4,2,2
1562112575,1,0, , , , , , , ,2,1,1
1562168231,1,0, , , , , , , ,1,1,0
1562168232,1,0, , , , , , , ,2,0,2
1562168233,1,0, , , , , , , ,7,2,5
1562168234,1,0, , , , , , , ,4,2,2
1562168235,1,0, , , , , , , ,4,2,2
1562168333,1,0, , , , , , , ,4,2,2
1562168334,1,0, , , , , , , ,4,3,1
1562168335,1,0, , , , , , , ,5,2,3
1562168336,1,0, , , , , , , ,2,1,1
1562168337,1,0, , , , , , , ,8,4,4
1562168362,1,0, , , , , , , ,5,2,3
1562168363,1,0, , , , , , , ,5,3,2
1562168364,1,0, , , , , , , ,3,2,1
1562168365,1,0, , , , , , , ,5,2,3
1562168381,1,0, , , , , , , ,4,3,1
1562168382,1,0, , , , , , , ,7,3,4
1562168383,1,0, , , , , , , ,4,1,3
1562267007,1,0, , , , , , , ,3,2,1
1562267023,1,0, , , , , , , ,4,3,1
1562267031,1,0, , , , , , , ,4,2,2
1562267044,1,0, , , , , , , ,4,3,1
1562267051,1,0, , , , , , , ,6,2,4
1562267069,1,0, , , , , , , ,5,2,3
1562267077,1,0, , , , , , , ,5,2,3
1562267086,1,0, , , , , , , ,1,0,1
1562267096,1,0, ,1,2,2,2,2,2,5,2,3
1562267105,1,0, , , , , , , ,3,1,2
1562267114,1,0, , , , , , , ,6,4,2
1562267121,1,0, , , , , , , ,5,3,2
1562267129,1,0, , , , , , , ,7,5,2
1562267145,1,0, , , , , , , ,3,1,2
1562267153,1,0, , , , , , , ,3,1,2
1562267160,1,0, , , , , , , ,4,1,3
1562267168,1,0, , , , , , , ,6,3,3
1600004016,1,0, , , , , , , ,1,0,1
1600004034,1,0, ,1,2,2,2,2,2,2,0,2
1600004078,1,0, , , , , , , ,4,1,3
1600004101,1,0, , , , , , , ,4,2,2
1600016020,1,0, , , , , , , ,2,0,2
1600016049,1,0, , , , , , , ,2,1,1
1600016067,1,0, , , , , , , ,3,2,1
1600016089,1,0, , , , , , , ,3,0,3
1600016110,1,0, , , , , , , ,2,1,1
1600036050,1,0, , , , , , , ,1,0,1
1600036096,1,0, , , , , , , ,3,2,1
1600036189,1,0, , , , , , , ,1,0,1
1600036218,1,0, , , , , , , ,1,1,0
1600036218,2,0, , , , , , , ,2,1,1
1600054009,1,0, , , , , , , ,1,0,1
1600054059,1,0, , , , , , , ,4,3,1
1600054099,1,0, , , , , , , ,4,3,1
1600054112,1,0, , , , , , , ,5,3,2
1600054112,2,0, , , , , , , ,4,1,3
1600054112,3,0, , , , , , , ,2,1,1
1600105021,1,0, , , , , , , ,4,1,3
1600105042,1,0, , , , , , , ,3,2,1
1600105060,1,0, , , , , , , ,2,1,1
1600105090,1,0, , , , , , , ,6,2,4
1600105109,1,0, , , , , , , ,4,3,1
1600160040,1,0, , , , , , , ,6,4,2
1600160078,1,0, , , , , , , ,2,1,1
1600160091,1,0, ,1,2,2,2,2,2,2,0,2
1600160124,1,0, , , , , , , ,3,3,0
1600191049,1,0, , , , , , , ,4,3,1
1600191072,1,0, ,1,2,2,2,2,2,2,0,2
1600191098,1,0, ,1,2,2,2,2,2,1,0,1
1600191123,1,0, , , , , , , ,1,1,0
1600272009,1,0, , , , , , , ,3,1,2
1600272031,1,2,0, , , , , , ,3,0,3
1600272057,1,0, , , , , , , ,6,4,2
1600272078,1,0, , , , , , , ,3,2,1
1600272101,1,0, , , , , , , ,4,2,2
1600302027,1,0, , , , , , , ,6,1,5
1600302052,1,0, , , , , , , ,3,1,2
1600302081,1,0, , , , , , , ,5,2,3
1600302102,1,0, ,1,2,2,2,2,2,4,2,2
1600302116,1,0, ,1,2,2,2,2,2,1,1,0
1600324022,1,0, , , , , , , ,1,0,1
1600324068,1,0, , , , , , , ,4,3,1
1600324099,1,0, , , , , , , ,5,2,3
1600324120,1,0, , , , , , , ,4,2,2
1600336063,1,0, ,1,2,2,2,2,2,2,1,1
1600336117,1,0, ,1,2,2,2,2,2,2,0,2
1600336161,1,0, ,1,2,2,2,2,2,4,2,2
1600336204,1,0, ,1,2,2,2,2,2,3,1,2
1600360005,1,0, , , , , , , ,5,4,1
1600360028,1,0, , , , , , , ,2,1,1
1600360050,1,0, , , , , , , ,4,3,1
1600360099,1,0, , , , , , , ,2,1,1
1600360109,1,0, , , , , , , ,5,2,3
1600381003,1,0, , , , , , , ,4,3,1
1600381027,1,0, , , , , , , ,1,1,0
1600381039,1,0, , , , , , , ,3,2,1
1600381059,1,0, , , , , , , ,3,2,1
1600381074,1,0, , , , , , , ,2,1,1
1600417017,1,0, , , , , , , ,3,1,2
1600417042,1,0, , , , , , , ,2,1,1
1600417097,1,0, , , , , , , ,7,5,2
1600417116,1,0, , , , , , , ,1,0,1
1600420008,1,0, , , , , , , ,4,3,1
1600420037,1,0, , , , , , , ,4,2,2
1600420064,1,0, , , , , , , ,4,0,4
1600420083,1,0, , , , , , , ,2,1,1
1600420083,2,0, , , , , , , ,2,0,2
1600420118,1,0, , , , , , , ,6,4,2
1600427022,1,0, ,1,2,2,2,2,2,6,3,3
1600427060,1,0, , , , , , , ,2,1,1
1600427081,1,0, , , , , , , ,3,1,2
1600427109,1,0, , , , , , , ,1,0,1
1600427128,1,0, , , , , , , ,5,1,4
1600487007,1,0, , , , , , , ,2,1,1
1600487069,1,0, , , , , , , ,2,1,1
1600487093,1,0, , , , , , , ,1,1,0
1600487110,1,0, , , , , , , ,3,2,1
1600518013,1,0, , , , , , , ,3,2,1
1600518027,1,0, , , , , , , ,7,3,4
1600518057,1,0, , , , , , , ,6,2,4
1600518057,2,0, , , , , , , ,4,2,2
1600518100,1,0, , , , , , , ,3,1,2
1600518100,2,0, , , , , , , ,3,1,2
1600518126,1,0, , , , , , , ,2,0,2
1600518126,2,0, , , , , , , ,4,3,1
1600536002,1,0, , , , , , , ,2,1,1
1600536025,1,0, , , , , , , ,6,2,4
1600536034,1,0, , , , , , , ,2,1,1
1600536068,1,0, , , , , , , ,2,2,0
1600536106,1,0, , , , , , , ,5,2,3
1600552021,1,0, , , , , , , ,5,2,3
1600552043,1,0, , , , , , , ,3,2,1
1600552069,1,0, , , , , , , ,4,2,2
1600552121,1,0, , , , , , , ,6,2,4
1600572001,1,0, , , , , , , ,1,1,0
1600572014,1,0, , , , , , , ,3,2,1
1600572031,1,0, , , , , , , ,4,2,2
1600572043,1,0, , , , , , , ,4,1,3
1600572082,1,0, , , , , , , ,5,2,3
1600589007,1,0, , , , , , , ,4,2,2
1600589027,1,0, , , , , , , ,5,3,2
1600589048,1,0, , , , , , , ,2,1,1
